p_warn;dens;dscr;val
25;sim_30;ticks;365
25;sim_30;sum_newip;3290
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3321
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3520
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3423
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3440
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3404
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3431
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3303
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3249
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3160
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3185
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3192
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3189
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3435
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
25;sim_30;sum_newip;3327
25;sim_30;sum_trltls;858
25;sim_30;ticks;365
50;sim_30;sum_newip;1826
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1604
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1742
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1612
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1852
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1753
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1715
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1695
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1828
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1853
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1723
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1781
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1622
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1865
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1793
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1781
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1721
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1775
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;913
50;sim_30;sum_trltls;858
50;sim_30;ticks;223
50;sim_30;sum_newip;1633
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1667
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1701
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1553
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1680
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1423
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1728
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1846
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1815
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
50;sim_30;sum_newip;1795
50;sim_30;sum_trltls;858
50;sim_30;ticks;365
75;sim_30;sum_newip;36
75;sim_30;sum_trltls;858
75;sim_30;ticks;30
75;sim_30;sum_newip;53
75;sim_30;sum_trltls;858
75;sim_30;ticks;51
75;sim_30;sum_newip;40
75;sim_30;sum_trltls;858
75;sim_30;ticks;50
75;sim_30;sum_newip;18
75;sim_30;sum_trltls;858
75;sim_30;ticks;28
75;sim_30;sum_newip;54
75;sim_30;sum_trltls;858
75;sim_30;ticks;72
75;sim_30;sum_newip;29
75;sim_30;sum_trltls;858
75;sim_30;ticks;35
75;sim_30;sum_newip;37
75;sim_30;sum_trltls;858
75;sim_30;ticks;56
75;sim_30;sum_newip;9
75;sim_30;sum_trltls;858
75;sim_30;ticks;19
75;sim_30;sum_newip;16
75;sim_30;sum_trltls;858
75;sim_30;ticks;36
75;sim_30;sum_newip;65
75;sim_30;sum_trltls;858
75;sim_30;ticks;79
75;sim_30;sum_newip;9
75;sim_30;sum_trltls;858
75;sim_30;ticks;18
75;sim_30;sum_newip;10
75;sim_30;sum_trltls;858
75;sim_30;ticks;21
75;sim_30;sum_newip;45
75;sim_30;sum_trltls;858
75;sim_30;ticks;48
75;sim_30;sum_newip;28
75;sim_30;sum_trltls;858
75;sim_30;ticks;33
75;sim_30;sum_newip;13
75;sim_30;sum_trltls;858
75;sim_30;ticks;17
75;sim_30;sum_newip;21
75;sim_30;sum_trltls;858
75;sim_30;ticks;29
75;sim_30;sum_newip;15
75;sim_30;sum_trltls;858
75;sim_30;ticks;23
75;sim_30;sum_newip;14
75;sim_30;sum_trltls;858
75;sim_30;ticks;30
75;sim_30;sum_newip;11
75;sim_30;sum_trltls;858
75;sim_30;ticks;23
75;sim_30;sum_newip;21
75;sim_30;sum_trltls;858
75;sim_30;ticks;22
75;sim_30;sum_newip;17
75;sim_30;sum_trltls;858
75;sim_30;ticks;20
75;sim_30;sum_newip;23
75;sim_30;sum_trltls;858
75;sim_30;ticks;31
75;sim_30;sum_newip;17
75;sim_30;sum_trltls;858
75;sim_30;ticks;33
75;sim_30;sum_newip;18
75;sim_30;sum_trltls;858
75;sim_30;ticks;28
75;sim_30;sum_newip;19
75;sim_30;sum_trltls;858
75;sim_30;ticks;30
75;sim_30;sum_newip;25
75;sim_30;sum_trltls;858
75;sim_30;ticks;20
75;sim_30;sum_newip;55
75;sim_30;sum_trltls;858
75;sim_30;ticks;62
75;sim_30;sum_newip;26
75;sim_30;sum_trltls;858
75;sim_30;ticks;29
